Session_ID,Station_ID,Vehicle_ID,Start_Time,End_Time,Energy_Consumed_kWh,Payment_Amount,Charging_Mode,Session_Status
914519,25509,69481,10/17/2024 4:11,10/17/2024 5:31,38.02,922.68,Normal,Interrupted
914520,11071,56005,6/6/2023 10:41,6/6/2023 12:05,35.54,631.07,Normal,Scheduled
914521,23121,68649,6/30/2024 22:24,7/1/2024 1:00,54.26,1248.64,Fast,Interrupted
914522,15927,56095,4/12/2024 9:22,4/12/2024 12:15,6.75,72.1,Trickle,Completed
914523,13085,54558,7/6/2023 5:46,7/6/2023 6:39,20.78,493.92,Fast,Completed
914524,15672,52315,8/15/2024 7:32,8/15/2024 9:26,40.47,801.3,Trickle,Interrupted
914525,17935,67071,9/10/2024 5:39,9/10/2024 6:21,22.01,353.3,Fast,Completed
914526,22944,68881,12/12/2023 18:32,12/12/2023 19:02,10.41,166.31,Fast,Scheduled
914527,11494,61266,2/16/2024 14:54,2/16/2024 16:27,48.07,523.28,Normal,Scheduled
914528,28736,57484,2/6/2025 3:27,2/6/2025 6:03,40.31,880.12,Normal,Scheduled
914529,23042,52414,6/17/2023 7:15,6/17/2023 8:50,59.06,1162.23,Trickle,Scheduled
914530,21377,50230,7/31/2024 16:14,7/31/2024 18:44,43.5,1017.48,Trickle,Completed
914531,11862,54718,9/18/2023 5:34,9/18/2023 7:02,33.5,366.55,Trickle,Completed
914532,23039,68542,3/1/2023 18:40,3/1/2023 19:59,5.86,145.95,Fast,Scheduled
914533,22920,66660,7/19/2023 13:14,7/19/2023 14:44,23.8,588.02,Fast,Scheduled
914534,10887,52627,8/7/2023 1:47,8/7/2023 4:40,59.56,963.76,Fast,Completed
914535,29949,65881,11/11/2023 13:45,11/11/2023 16:36,40.57,816.72,Normal,Completed
914536,19551,60906,5/18/2023 9:47,5/18/2023 10:24,51.61,653.75,Fast,Completed
914537,25981,57186,11/25/2024 16:31,11/25/2024 18:17,11.68,258.26,Normal,Completed
914538,12549,60640,10/5/2024 0:42,10/5/2024 3:26,11.66,214.9,Normal,Completed
914539,29748,56734,4/11/2024 7:55,4/11/2024 8:28,37.96,886.35,Trickle,Scheduled
914540,25667,60606,5/22/2023 9:03,5/22/2023 9:33,30.51,427.67,Trickle,Interrupted
914541,24339,62848,11/12/2024 19:55,11/12/2024 21:49,46.74,809.12,Trickle,Interrupted
914542,20261,52606,4/5/2023 23:23,4/6/2023 0:12,54.27,998.21,Normal,Scheduled
914543,10316,67608,5/16/2024 8:43,5/16/2024 10:22,14.66,328.99,Fast,Scheduled
914544,15644,56688,1/9/2023 10:39,1/9/2023 13:03,25.2,413.9,Fast,Completed
914545,14034,69228,9/15/2023 5:55,9/15/2023 7:24,5.41,123.52,Trickle,Completed
914546,18906,67536,4/30/2024 11:38,4/30/2024 12:22,37,444.97,Trickle,Completed
914547,15921,62875,3/1/2023 2:32,3/1/2023 3:32,48.42,771.91,Fast,Completed
914548,27378,59858,2/13/2025 7:09,2/13/2025 9:19,46.42,855.36,Fast,Scheduled
914549,13659,68027,1/15/2025 20:02,1/15/2025 21:06,14.71,352.79,Fast,Interrupted
914550,16320,62723,3/29/2025 21:46,3/29/2025 23:27,6.75,138.38,Fast,Scheduled
914551,25544,60733,9/21/2023 18:25,9/21/2023 19:08,34.98,676.57,Fast,Interrupted
914552,15038,65796,8/15/2024 13:11,8/15/2024 14:35,32.14,737.23,Trickle,Completed
914553,15577,61943,9/25/2023 16:34,9/25/2023 18:15,36.31,722.21,Fast,Completed
914554,13189,54603,8/23/2023 23:15,8/24/2023 1:22,47.96,619.76,Normal,Scheduled
914555,14744,69839,2/22/2023 11:40,2/22/2023 14:18,45.88,1057.78,Trickle,Interrupted
914556,13255,62492,8/26/2024 4:02,8/26/2024 6:26,23.48,263.61,Normal,Completed
914557,28318,56298,9/17/2024 7:37,9/17/2024 8:55,27.46,569.13,Fast,Completed
914558,22039,60233,6/5/2024 17:43,6/5/2024 20:26,37.15,743.37,Trickle,Interrupted
914559,16601,53097,2/8/2023 21:10,2/8/2023 22:38,10.01,107.75,Normal,Scheduled
914560,14438,64217,3/29/2025 13:58,3/29/2025 16:18,53.14,1107.81,Fast,Interrupted
914561,19038,68455,11/23/2023 10:44,11/23/2023 12:00,39.48,443.04,Normal,Completed
914562,24448,50579,1/30/2023 0:21,1/30/2023 1:31,39.05,746.59,Fast,Completed
914563,25255,66172,8/2/2023 23:40,8/3/2023 1:31,53.71,1173.05,Fast,Interrupted
914564,26008,58079,11/29/2024 20:56,11/29/2024 22:37,32.97,609.02,Fast,Interrupted
914565,26754,50533,5/15/2023 2:44,5/15/2023 4:13,13.25,294.44,Fast,Interrupted
914566,23824,68813,2/4/2025 17:03,2/4/2025 18:59,20.24,291.48,Trickle,Completed
914567,19332,55760,7/15/2023 11:05,7/15/2023 12:18,46.96,720.15,Normal,Interrupted
914568,25003,51027,2/4/2024 0:59,2/4/2024 2:12,58.22,591.08,Fast,Interrupted
914569,17801,61257,10/17/2023 19:40,10/17/2023 21:55,5.05,96.84,Trickle,Scheduled
914570,13325,56057,7/17/2023 13:20,7/17/2023 16:11,16.2,330.15,Fast,Scheduled
914571,24881,69336,12/29/2023 20:57,12/29/2023 23:44,35.15,720.31,Fast,Scheduled
914572,16363,50556,7/18/2023 19:55,7/18/2023 22:29,9.35,204.56,Trickle,Interrupted
914573,19551,56748,11/15/2023 6:03,11/15/2023 8:43,14.52,247.75,Normal,Interrupted
914574,16110,53646,8/28/2023 12:30,8/28/2023 13:46,53.78,1031.34,Trickle,Scheduled
914575,12298,69199,7/30/2024 21:23,7/30/2024 22:23,20.13,338.64,Normal,Completed
914576,25571,57486,7/21/2023 6:25,7/21/2023 8:36,29.48,377.88,Trickle,Interrupted
914577,23699,65051,1/24/2023 0:59,1/24/2023 3:27,57.85,983.93,Fast,Scheduled
914578,24051,69659,1/28/2024 8:47,1/28/2024 9:17,53.16,1107.17,Fast,Scheduled
914579,18220,60971,9/5/2023 8:34,9/5/2023 9:33,13,227.47,Normal,Scheduled
914580,27298,65913,4/10/2025 18:44,4/10/2025 21:12,14.64,349.46,Normal,Interrupted
914581,10061,61876,1/1/2023 1:49,1/1/2023 4:08,5.94,131.74,Normal,Completed
914582,13779,65483,7/11/2023 17:10,7/11/2023 18:51,28.41,516.99,Fast,Scheduled
914583,13249,60114,11/2/2023 17:16,11/2/2023 19:47,41.4,490.4,Normal,Interrupted
914584,25134,57447,7/27/2024 19:25,7/27/2024 21:28,47.11,727.65,Trickle,Scheduled
914585,22701,64760,12/10/2024 0:23,12/10/2024 1:21,28.75,517.36,Trickle,Completed
914586,27287,61545,12/30/2023 8:47,12/30/2023 9:48,20.53,222.42,Fast,Completed
914587,21218,63676,3/11/2025 9:07,3/11/2025 9:43,58.14,1350.61,Trickle,Interrupted
914588,29008,57066,10/25/2023 1:46,10/25/2023 3:54,21.38,358.15,Normal,Interrupted
914589,26033,51438,9/12/2024 9:56,9/12/2024 10:32,49.92,1095.69,Trickle,Scheduled
914590,11947,63907,11/14/2024 15:56,11/14/2024 18:18,6.51,158.49,Trickle,Scheduled
914591,16000,61895,3/25/2023 3:37,3/25/2023 5:36,26.05,419.23,Fast,Interrupted
914592,28350,67735,3/29/2023 13:02,3/29/2023 15:56,52.85,1020.26,Normal,Completed
914593,23619,62062,6/17/2024 12:04,6/17/2024 12:51,46.21,635.48,Fast,Interrupted
914594,16684,66904,8/22/2024 14:59,8/22/2024 16:52,58.44,1170.5,Fast,Interrupted
914595,17624,65076,8/25/2024 11:02,8/25/2024 12:46,23,482,Normal,Completed
914596,22213,58409,5/16/2024 21:21,5/16/2024 23:35,29.81,458.06,Trickle,Scheduled
914597,14604,52958,6/11/2023 4:43,6/11/2023 7:16,8.49,172.24,Normal,Completed
914598,27025,68501,6/7/2024 17:54,6/7/2024 20:45,26.28,349.17,Fast,Scheduled
914599,29556,65918,3/8/2024 7:54,3/8/2024 9:25,27.05,393.81,Normal,Interrupted
914600,27569,65370,9/7/2023 22:18,9/7/2023 23:29,59.07,979.05,Fast,Completed
914601,20714,69424,9/21/2023 21:30,9/21/2023 23:55,44.73,651.34,Trickle,Scheduled
914602,27056,56668,4/9/2023 1:46,4/9/2023 2:25,57.11,929.64,Trickle,Scheduled
914603,27849,67306,2/25/2025 8:20,2/25/2025 11:16,20.04,381.37,Fast,Scheduled
914604,20980,58416,7/13/2024 12:52,7/13/2024 15:37,17.88,187.33,Normal,Completed
914605,28455,58186,11/10/2024 18:37,11/10/2024 20:48,19.8,349.05,Trickle,Completed
914606,15452,62103,6/12/2024 3:51,6/12/2024 6:06,15.7,211.05,Fast,Completed
914607,15280,61985,12/10/2024 18:23,12/10/2024 20:40,9.94,246.14,Fast,Scheduled
914608,15792,63709,2/8/2025 22:31,2/9/2025 1:06,20.88,382.85,Trickle,Completed
914609,16751,64361,5/24/2023 23:40,5/25/2023 1:21,43.91,810.37,Trickle,Interrupted
914610,20888,67651,11/30/2023 21:06,11/30/2023 23:34,33.19,707.68,Fast,Interrupted
914611,16167,55776,1/12/2023 11:31,1/12/2023 12:07,47.38,1178.61,Trickle,Scheduled
914612,18452,65212,7/6/2023 7:37,7/6/2023 9:23,37.74,919.86,Normal,Completed
914613,12047,62141,1/14/2024 7:41,1/14/2024 8:36,47.95,815.03,Normal,Scheduled
914614,26637,68483,8/8/2023 7:24,8/8/2023 8:48,11.53,220.36,Trickle,Interrupted
914615,14501,55467,6/25/2024 14:45,6/25/2024 16:37,23.53,438.88,Trickle,Completed
914616,12919,68450,5/11/2024 13:41,5/11/2024 15:29,49.98,901.38,Fast,Interrupted
914617,23685,59224,10/18/2024 8:13,10/18/2024 10:51,9.54,135.28,Trickle,Scheduled
914618,23208,58674,12/8/2023 20:53,12/8/2023 21:27,56.89,1336.02,Trickle,Completed
914619,19337,51429,11/14/2024 17:57,11/14/2024 20:24,35.51,879.58,Trickle,Scheduled
914620,25721,52119,3/20/2024 3:46,3/20/2024 5:21,42.89,838.27,Normal,Interrupted
914621,27418,58382,10/10/2023 9:42,10/10/2023 11:28,14.41,151.64,Fast,Completed
914622,20686,62757,9/29/2023 23:23,9/30/2023 0:30,24.13,321.58,Trickle,Interrupted
914623,15846,65694,4/15/2023 5:45,4/15/2023 7:54,26.5,428.09,Fast,Scheduled
914624,16667,61874,9/29/2024 20:34,9/29/2024 23:03,42.15,429.07,Normal,Completed
914625,17541,68255,10/19/2024 20:31,10/19/2024 23:26,52.71,912.4,Trickle,Scheduled
914626,14360,52327,7/12/2023 17:10,7/12/2023 19:49,9.58,229.49,Trickle,Interrupted
914627,22340,53951,3/14/2025 16:03,3/14/2025 17:31,54.85,828.99,Trickle,Completed
914628,14043,57582,11/10/2024 2:00,11/10/2024 3:44,34.9,840.31,Normal,Completed
914629,25946,65698,8/16/2024 18:15,8/16/2024 19:34,24.4,330.46,Trickle,Scheduled
914630,20409,67294,10/22/2023 23:07,10/23/2023 0:15,22.66,499.47,Normal,Scheduled
914631,28708,59837,2/22/2023 12:34,2/22/2023 15:00,48.15,893.78,Normal,Interrupted
914632,10553,61501,11/20/2023 3:32,11/20/2023 5:12,58.8,1353.64,Normal,Completed
914633,17411,55520,6/19/2024 7:58,6/19/2024 8:55,20.86,285.29,Fast,Interrupted
914634,25331,54935,11/2/2023 15:34,11/2/2023 18:21,49.16,739.85,Normal,Scheduled
914635,29542,50270,2/23/2025 0:51,2/23/2025 1:26,11.11,178.09,Trickle,Completed
914636,25917,59866,9/20/2024 3:50,9/20/2024 4:37,14.14,210.19,Normal,Interrupted
914637,10887,60353,5/8/2023 14:23,5/8/2023 15:35,14,191.68,Fast,Interrupted
914638,29980,69691,6/16/2023 0:54,6/16/2023 2:16,17.08,288.7,Normal,Completed
914639,16702,50392,5/9/2023 15:54,5/9/2023 17:15,31.82,390.63,Trickle,Scheduled
914640,15700,69810,8/14/2024 6:15,8/14/2024 7:40,42.46,796.26,Fast,Scheduled
914641,18532,55313,10/19/2023 23:38,10/20/2023 0:09,29.82,651.58,Fast,Scheduled
914642,12248,63200,11/21/2024 3:40,11/21/2024 5:29,36.01,618.56,Normal,Scheduled
914643,13771,62025,9/25/2024 12:18,9/25/2024 14:36,25.59,568.5,Fast,Scheduled
914644,29959,55966,6/18/2023 12:39,6/18/2023 13:30,52.92,1155.64,Fast,Scheduled
914645,17973,64786,8/9/2023 8:56,8/9/2023 11:36,53.9,914.79,Fast,Completed
914646,14701,50029,8/18/2023 8:39,8/18/2023 10:49,55.57,1017.7,Trickle,Interrupted
914647,24243,58466,1/12/2023 11:16,1/12/2023 13:28,7.18,99.19,Fast,Completed
914648,10731,62106,4/10/2023 8:15,4/10/2023 10:29,40.37,621.4,Fast,Interrupted
914649,18635,68998,2/10/2023 22:40,2/11/2023 1:22,22.07,543.86,Fast,Completed
914650,22590,56756,9/13/2024 3:01,9/13/2024 5:26,7.14,89.26,Fast,Interrupted
914651,29663,61407,6/16/2023 8:39,6/16/2023 11:24,18.39,380.72,Trickle,Interrupted
914652,25973,62191,11/13/2024 2:40,11/13/2024 4:37,56.37,664.52,Trickle,Interrupted
914653,20656,64269,4/3/2023 14:37,4/3/2023 16:12,15.15,294.79,Normal,Completed
914654,17596,59529,3/5/2023 3:36,3/5/2023 4:17,47.51,1037.08,Normal,Scheduled
914655,18469,61387,7/4/2023 14:09,7/4/2023 15:55,32.9,370.01,Fast,Scheduled
914656,23907,51700,2/14/2023 7:58,2/14/2023 10:58,50.07,837.19,Fast,Scheduled
914657,18940,69929,11/16/2024 13:47,11/16/2024 16:15,57.99,736.01,Fast,Scheduled
914658,22997,61758,11/7/2024 14:33,11/7/2024 15:58,15.42,278.44,Normal,Completed
914659,20415,66516,11/19/2024 21:37,11/19/2024 22:31,59.5,641.92,Trickle,Interrupted
914660,10564,60541,11/6/2024 22:28,11/7/2024 0:38,40.26,856.62,Normal,Completed
914661,14310,57028,2/1/2023 13:32,2/1/2023 14:47,28.97,648.15,Normal,Completed
914662,21230,66923,2/25/2024 10:46,2/25/2024 11:49,19.58,446.94,Trickle,Completed
914663,24347,63068,8/8/2023 7:34,8/8/2023 9:02,14.46,278.58,Fast,Scheduled
914664,24745,61823,12/30/2024 7:40,12/30/2024 10:32,36.32,651.21,Normal,Completed
914665,19966,67698,7/12/2024 23:39,7/13/2024 0:23,40.09,429.54,Normal,Interrupted
914666,25003,58735,2/6/2023 8:08,2/6/2023 9:36,36.41,583.13,Fast,Completed
914667,26130,51602,2/14/2023 6:45,2/14/2023 8:49,23.18,540.25,Trickle,Interrupted
914668,14726,51674,8/30/2024 13:24,8/30/2024 16:13,13.16,209.64,Normal,Scheduled
914669,15584,53547,2/14/2024 21:25,2/15/2024 0:21,50.86,991.01,Trickle,Interrupted
914670,17165,50320,10/10/2024 4:44,10/10/2024 7:27,12.59,272.53,Normal,Completed
914671,21966,60972,1/27/2025 3:03,1/27/2025 4:01,26.64,353.2,Fast,Scheduled
914672,20948,56874,1/29/2024 6:22,1/29/2024 8:02,59.77,1059.58,Trickle,Interrupted
914673,28470,64075,1/10/2024 17:42,1/10/2024 18:47,36.2,684.09,Trickle,Interrupted
914674,17693,55917,12/5/2023 6:01,12/5/2023 6:34,44.2,761.83,Normal,Scheduled
914675,16418,64602,9/29/2024 0:33,9/29/2024 1:03,26.36,441.03,Fast,Scheduled
914676,17490,59061,1/11/2024 9:26,1/11/2024 11:30,53.69,1321.68,Normal,Interrupted
914677,14030,68428,6/6/2024 5:07,6/6/2024 6:01,57.39,943.37,Normal,Completed
914678,25091,66726,9/24/2023 16:29,9/24/2023 17:49,59.21,655.44,Trickle,Scheduled
914679,21018,57653,11/23/2023 9:30,11/23/2023 12:28,18.1,352.4,Normal,Interrupted
914680,25240,68120,8/13/2024 9:58,8/13/2024 12:09,52.97,765.24,Fast,Completed
914681,21753,68089,4/16/2024 15:13,4/16/2024 17:27,24.46,518.47,Fast,Interrupted
914682,11410,61055,2/3/2024 23:51,2/4/2024 0:59,19.49,275.14,Normal,Interrupted
914683,17282,68950,1/21/2025 10:30,1/21/2025 11:28,28.41,430.86,Fast,Completed
914684,12282,66425,9/14/2024 13:07,9/14/2024 14:38,53.62,662.05,Trickle,Scheduled
914685,19905,56769,2/6/2024 15:23,2/6/2024 17:01,33.17,813.16,Trickle,Scheduled
914686,23900,62612,3/25/2025 5:38,3/25/2025 6:43,25.48,588.72,Fast,Interrupted
914687,21555,56420,4/17/2023 5:09,4/17/2023 8:00,54.87,1338.29,Trickle,Completed
914688,21192,68031,9/13/2023 20:00,9/13/2023 21:16,7.03,148.81,Fast,Completed
914689,29361,52291,9/7/2024 11:11,9/7/2024 13:42,12.19,172.24,Trickle,Completed
914690,11680,57190,4/12/2023 22:46,4/13/2023 0:49,52.56,868.79,Trickle,Completed
914691,28305,55285,5/10/2024 16:04,5/10/2024 17:37,11.29,258.62,Fast,Completed
914692,11456,58839,11/25/2023 10:26,11/25/2023 11:09,54.84,1149.82,Trickle,Interrupted
914693,12732,61079,6/7/2023 13:55,6/7/2023 15:22,17.29,202.35,Normal,Scheduled
914694,23636,63293,1/17/2023 21:28,1/17/2023 22:39,40.15,540.65,Trickle,Interrupted
914695,21006,61883,8/9/2023 2:39,8/9/2023 4:20,29.45,473.54,Fast,Interrupted
914696,27917,64195,4/3/2025 21:34,4/3/2025 22:54,33.17,472.75,Normal,Interrupted
914697,14933,65024,2/12/2025 9:34,2/12/2025 12:14,43.99,919.1,Fast,Interrupted
914698,11880,62173,11/26/2023 7:07,11/26/2023 9:45,35.65,747.75,Trickle,Completed
914699,10158,69266,11/22/2023 8:45,11/22/2023 10:35,32.39,373.7,Trickle,Scheduled
914700,17561,61532,10/4/2023 22:34,10/5/2023 0:17,36.8,516.73,Trickle,Interrupted
914701,28716,66068,11/22/2024 5:38,11/22/2024 6:11,49.28,634.87,Normal,Interrupted
914702,29909,65394,3/20/2023 15:27,3/20/2023 17:59,52.56,788.89,Normal,Completed
914703,17329,57386,10/24/2023 2:58,10/24/2023 5:15,49.04,576.34,Fast,Completed
914704,13215,67679,12/5/2023 19:49,12/5/2023 21:23,19.79,218.1,Normal,Scheduled
914705,17944,54727,2/24/2024 20:19,2/24/2024 22:24,50.83,620.87,Fast,Scheduled
914706,29932,61160,4/29/2024 3:38,4/29/2024 4:47,52.19,916.1,Trickle,Scheduled
914707,12993,54482,10/21/2024 19:36,10/21/2024 21:42,45.51,1007.18,Normal,Completed
914708,26915,62427,4/9/2024 1:21,4/9/2024 1:54,46.03,1102.04,Normal,Scheduled
914709,28832,55888,1/30/2023 22:37,1/30/2023 23:46,45.97,1012.75,Trickle,Scheduled
914710,29944,63695,5/21/2023 12:18,5/21/2023 13:09,41.82,554.94,Fast,Scheduled
914711,19534,59994,9/30/2023 12:36,9/30/2023 14:34,50.38,633.37,Trickle,Interrupted
914712,27445,50928,12/31/2023 0:02,12/31/2023 2:23,45.93,614.91,Trickle,Interrupted
914713,21895,56889,8/18/2023 11:48,8/18/2023 14:45,27.08,283.57,Trickle,Interrupted
914714,12936,60410,5/4/2023 1:32,5/4/2023 2:44,53.92,707.69,Trickle,Scheduled
914715,28853,62938,8/14/2024 21:42,8/14/2024 23:32,31.5,351.25,Fast,Completed
914716,17713,57114,2/5/2023 3:46,2/5/2023 4:43,45.73,860.11,Trickle,Interrupted
914717,18905,56269,3/14/2023 16:37,3/14/2023 17:51,5.41,78.03,Fast,Interrupted
914718,21774,51967,2/10/2024 3:38,2/10/2024 4:33,50.88,756.75,Fast,Completed
914719,21745,52012,10/6/2023 19:24,10/6/2023 20:56,47.17,1155.89,Trickle,Scheduled
914720,29537,60823,7/16/2024 15:21,7/16/2024 18:05,25.44,397.46,Normal,Scheduled
914721,20214,68447,2/20/2024 23:21,2/21/2024 1:34,19.98,394.67,Normal,Completed
914722,24853,53320,12/2/2024 23:11,12/3/2024 1:56,6.23,136.14,Normal,Completed
914723,15233,66300,5/16/2024 13:44,5/16/2024 16:39,32.47,799.28,Normal,Completed
914724,19144,56792,9/13/2023 12:47,9/13/2023 13:47,53.76,1144.29,Trickle,Interrupted
914725,26430,66954,5/7/2024 21:23,5/7/2024 23:09,27.18,405.37,Normal,Interrupted
914726,14517,52827,1/7/2024 6:04,1/7/2024 8:57,22.12,415.39,Normal,Interrupted
914727,19547,58509,1/28/2024 8:18,1/28/2024 8:50,24.37,408.96,Normal,Scheduled
914728,18550,63493,6/7/2023 8:30,6/7/2023 10:35,53.63,946.94,Normal,Completed
914729,23939,62369,8/10/2024 17:32,8/10/2024 19:53,39.91,988.47,Trickle,Scheduled
914730,19389,51014,9/1/2024 23:01,9/2/2024 1:05,51.7,529.92,Normal,Interrupted
914731,13716,64456,6/24/2024 6:38,6/24/2024 8:07,25.42,337.16,Trickle,Scheduled
914732,18404,54600,10/15/2024 16:25,10/15/2024 17:40,35.96,507.26,Trickle,Scheduled
914733,14023,66132,1/24/2025 19:39,1/24/2025 22:20,12.72,286.97,Trickle,Interrupted
914734,20152,59581,3/27/2024 9:01,3/27/2024 11:51,6.5,103.8,Trickle,Completed
914735,11015,65747,6/9/2024 8:30,6/9/2024 9:10,51.77,673.23,Normal,Completed
914736,29789,65420,2/6/2025 7:34,2/6/2025 10:01,12.11,196.49,Trickle,Completed
914737,21907,55154,6/8/2023 2:00,6/8/2023 2:59,52.69,630.97,Fast,Scheduled
914738,27759,58496,10/31/2023 12:14,10/31/2023 12:47,43.68,1065.09,Trickle,Scheduled
914739,14680,59137,6/6/2023 17:39,6/6/2023 20:12,38.97,922.25,Normal,Interrupted
914740,26708,55256,9/22/2024 9:38,9/22/2024 11:18,53,1255.01,Normal,Interrupted
914741,29000,51607,5/6/2024 9:24,5/6/2024 12:08,31.23,780.75,Fast,Scheduled
914742,22693,69601,1/15/2024 2:06,1/15/2024 3:18,22.29,520.61,Normal,Scheduled
914743,14294,54906,1/28/2025 13:33,1/28/2025 15:53,32.6,484.58,Normal,Completed
914744,25298,60253,11/4/2023 2:03,11/4/2023 3:03,7.4,130.69,Normal,Scheduled
914745,25110,52920,3/8/2024 23:56,3/9/2024 0:36,21.75,372.94,Fast,Interrupted
914746,26330,68732,8/19/2024 8:08,8/19/2024 9:15,38.3,823.03,Normal,Completed
914747,14995,58000,5/26/2023 19:12,5/26/2023 19:48,49,719.18,Normal,Interrupted
914748,11554,57324,11/18/2024 8:54,11/18/2024 10:41,14.16,280.25,Normal,Scheduled
914749,11706,61745,11/3/2023 18:59,11/3/2023 21:14,56.09,1272.87,Fast,Interrupted
914750,21586,53977,12/9/2023 23:03,12/10/2023 1:16,38.2,774.78,Fast,Interrupted
914751,12465,69491,9/4/2023 7:50,9/4/2023 10:48,27.16,435.56,Normal,Interrupted
914752,29055,50852,6/23/2024 12:11,6/23/2024 13:32,43.7,599.96,Trickle,Interrupted
914753,15185,56539,7/9/2024 19:00,7/9/2024 21:01,50.17,1247.49,Fast,Completed
914754,28996,54359,10/11/2023 6:59,10/11/2023 7:55,32.74,389.12,Normal,Scheduled
914755,19582,66326,4/24/2024 23:06,4/25/2024 0:05,26.9,581.07,Fast,Completed
914756,27030,68154,10/30/2024 16:33,10/30/2024 17:29,59.08,1375.59,Trickle,Scheduled
914757,17478,62721,3/22/2025 1:32,3/22/2025 2:12,10.25,227.22,Trickle,Interrupted
914758,12293,60817,8/11/2024 23:02,8/12/2024 1:37,48.4,952.18,Normal,Interrupted
914759,17982,59316,8/5/2023 18:41,8/5/2023 20:49,31.2,374.52,Trickle,Completed
914760,19951,68639,9/11/2024 3:18,9/11/2024 4:14,54.76,1222.85,Trickle,Completed
914761,14082,52887,3/6/2025 3:07,3/6/2025 6:01,6.11,137.38,Fast,Scheduled
914762,28278,55126,6/29/2024 19:21,6/29/2024 21:37,13.91,192.42,Fast,Scheduled
914763,25076,66080,2/14/2025 0:43,2/14/2025 1:59,53.53,1249.38,Fast,Completed
914764,14038,52980,9/20/2024 21:23,9/20/2024 23:32,19.17,462.89,Normal,Completed
914765,10955,56486,12/10/2024 14:11,12/10/2024 16:03,46.1,695.56,Fast,Completed
914766,25400,62869,3/9/2025 13:40,3/9/2025 15:59,14.14,179.96,Normal,Scheduled
914767,15416,50475,7/10/2023 8:42,7/10/2023 9:31,22.99,449.77,Trickle,Interrupted
914768,14245,61832,4/20/2023 5:53,4/20/2023 8:08,18.17,377.87,Trickle,Scheduled
914769,21410,60260,1/21/2024 16:58,1/21/2024 17:56,30.59,360.76,Normal,Interrupted
914770,15860,50043,10/1/2023 5:45,10/1/2023 6:30,15.17,303.95,Trickle,Interrupted
914771,16301,51022,8/16/2024 14:50,8/16/2024 15:32,33.6,665.06,Trickle,Completed
914772,23879,66857,4/27/2023 5:42,4/27/2023 8:12,38.35,907.25,Normal,Scheduled
914773,27802,52637,3/18/2024 12:00,3/18/2024 14:02,24.97,438.64,Normal,Completed
914774,13808,60647,5/5/2024 10:46,5/5/2024 11:54,16.5,404.14,Trickle,Scheduled
914775,16761,54596,7/3/2024 14:47,7/3/2024 17:29,29.48,497.68,Trickle,Interrupted
914776,17807,68076,3/7/2024 12:20,3/7/2024 14:18,42.02,993.19,Trickle,Interrupted
914777,17374,65908,5/19/2024 15:55,5/19/2024 16:31,26.99,331.71,Fast,Interrupted
914778,16595,56140,2/7/2023 4:24,2/7/2023 6:12,44.68,463.35,Normal,Scheduled
914779,23664,52996,11/28/2023 14:20,11/28/2023 16:31,11.94,183.76,Trickle,Interrupted
914780,23451,68700,11/4/2024 19:21,11/4/2024 20:48,16.79,412.71,Trickle,Scheduled
914781,21735,57933,10/14/2023 11:56,10/14/2023 14:48,21.36,459.59,Trickle,Completed
914782,26902,66461,5/1/2023 16:43,5/1/2023 18:50,49.37,718.31,Normal,Scheduled
914783,26456,52515,3/17/2025 19:41,3/17/2025 21:30,57.27,1331.12,Trickle,Interrupted
914784,22725,69256,8/16/2023 6:54,8/16/2023 8:22,34.2,849.88,Trickle,Scheduled
914785,18389,54832,5/18/2024 22:34,5/19/2024 1:13,18.1,362.64,Normal,Scheduled
914786,13594,52440,12/4/2023 15:58,12/4/2023 17:03,47.75,817.64,Fast,Scheduled
914787,13349,68607,6/16/2024 0:23,6/16/2024 2:18,33.5,771.48,Trickle,Completed
914788,11568,54457,1/16/2023 4:47,1/16/2023 6:23,7.99,118.9,Fast,Interrupted
914789,17170,58640,10/14/2023 22:49,10/14/2023 23:20,52.36,1244.35,Normal,Interrupted
914790,12518,68273,6/14/2024 20:54,6/14/2024 22:32,42.18,747.48,Normal,Interrupted
914791,18997,51692,3/9/2024 4:44,3/9/2024 7:34,53.52,808.23,Trickle,Interrupted
914792,26352,59674,3/28/2023 15:42,3/28/2023 18:02,22.6,476.29,Fast,Scheduled
914793,10704,61199,9/17/2023 4:35,9/17/2023 6:58,11.34,233.03,Trickle,Interrupted
914794,14493,63629,4/9/2025 4:38,4/9/2025 6:06,46.45,691.65,Trickle,Completed
914795,17981,55169,4/5/2023 19:16,4/5/2023 19:49,19.77,444.09,Normal,Completed
914796,20901,67881,3/3/2025 7:30,3/3/2025 10:14,56.87,860.31,Fast,Completed
914797,19362,55024,2/21/2023 10:23,2/21/2023 12:37,56.05,1151.94,Trickle,Completed
914798,28130,55002,6/4/2024 3:31,6/4/2024 6:31,32.5,668.07,Fast,Completed
914799,20403,69177,2/21/2023 7:39,2/21/2023 9:08,17.99,376.84,Trickle,Interrupted
914800,22686,59995,5/21/2024 2:27,5/21/2024 5:16,12.41,271.86,Normal,Scheduled
914801,15329,53515,8/18/2024 21:49,8/18/2024 22:23,39.83,853.54,Fast,Scheduled
914802,15489,53958,3/14/2025 10:50,3/14/2025 11:44,19.1,392.54,Normal,Scheduled
914803,21239,56059,3/4/2024 11:53,3/4/2024 13:37,33.96,749,Normal,Scheduled
